Tên	STT	Loại	Dân số (người)	Diện tích (km2)	Mật độ (người/km2)	Sáp nhập toàn bộ từ	Sáp nhập một phần từ	Giáp ranh	Full Address 1	Latitude 1	Longitude 1	SĐT	AFF+MAF  hiện tại	AFF+MAF  2030	CN hiện có	CN cần có	SLCN	Thị trường thừa/ thiếu	Mật độ Aff+Maf	TỈNH	GHÉP ĐVHC
Huyện Mường Ảng													6.611	8.441	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Huyện Mường ẢngĐiện Biên
Huyện Nậm Pồ													6.237	7.958	0	0	0	Đủ CN	#DIV/0!	Điện Biên	Huyện Nậm PồĐiện Biên
Thành phố Lai Châu													28.001	35.747	0	0	0	Đủ CN	#DIV/0!	Lai Châu	Thành phố Lai ChâuLai Châu
Huyện Tam Đường													7.966	10.168	0	0	0	Đủ CN	#DIV/0!	Lai Châu	Huyện Tam ĐườngLai Châu
Huyện Mường Tè													7.107	9.075	0	0	0	Đủ CN	#DIV/0!	Lai Châu	Huyện Mường TèLai Châu
Huyện Sìn Hồ													9.079	11.587	0	0	0	Đủ CN	#DIV/0!	Lai Châu	Huyện Sìn HồLai Châu
Huyện Phong Thổ													9.756	12.448	0	0	0	Đủ CN	#DIV/0!	Lai Châu	Huyện Phong ThổLai Châu
Huyện Than Uyên													11.937	15.220	0	0	0	Đủ CN	#DIV/0!	Lai Châu	Huyện Than UyênLai Châu
Huyện Tân Uyên													8.029	10.248	0	0	0	Đủ CN	#DIV/0!	Lai Châu	Huyện Tân UyênLai Châu
Huyện Nậm Nhùn													3.969	5.068	0	0	0	Đủ CN	#DIV/0!	Lai Châu	Huyện Nậm NhùnLai Châu
Thành phố Sơn La													64.913	82.706	0	0	0	Đủ CN	#DIV/0!	Sơn La	Thành phố Sơn LaSơn La
Huyện Quỳnh Nhai													9.100	11.592	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Quỳnh NhaiSơn La
Huyện Thuận Châu													20.722	26.406	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Thuận ChâuSơn La
Huyện Mường La													14.865	18.930	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Mường LaSơn La
Huyện Bắc Yên													11.185	14.249	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Bắc YênSơn La
Huyện Phù Yên													21.840	27.815	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Phù YênSơn La
Huyện Mộc Châu													29.230	37.243	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Mộc ChâuSơn La
Huyện Yên Châu													12.151	15.482	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Yên ChâuSơn La
Huyện Mai Sơn													26.967	34.356	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Mai SơnSơn La
Huyện Sông Mã													20.365	25.937	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Sông MãSơn La
Huyện Sốp Cộp													7.461	9.502	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Sốp CộpSơn La
Huyện Vân Hồ													8.879	11.312	0	0	0	Đủ CN	#DIV/0!	Sơn La	Huyện Vân HồSơn La
Thành phố Yên Bái													58.275	74.330	1	2	(1)	Thiếu CN	#DIV/0!	Yên Bái	Thành phố Yên BáiYên Bái
Thị xã Nghĩa Lộ													13.194	16.844	0	0	0	Đủ CN	#DIV/0!	Yên Bái	Thị xã Nghĩa LộYên Bái
Huyện Lục Yên													13.283	16.966	0	0	0	Đủ CN	#DIV/0!	Yên Bái	Huyện Lục YênYên Bái
Huyện Văn Yên													17.434	22.266	0	0	0	Đủ CN	#DIV/0!	Yên Bái	Huyện Văn YênYên Bái
Huyện Mù Cang Chải													5.804	7.414	0	0	0	Đủ CN	#DIV/0!	Yên Bái	Huyện Mù Cang ChảiYên Bái
Huyện Trấn Yên													16.757	21.376	0	0	0	Đủ CN	#DIV/0!	Yên Bái	Huyện Trấn YênYên Bái
Huyện Trạm Tấu													4.049	5.171	0	0	0	Đủ CN	#DIV/0!	Yên Bái	Huyện Trạm TấuYên Bái
Huyện Văn Chấn													16.092	20.546	0	0	0	Đủ CN	#DIV/0!	Yên Bái	Huyện Văn ChấnYên Bái
Huyện Yên Bình													21.805	27.825	0	0	0	Đủ CN	#DIV/0!	Yên Bái	Huyện Yên BìnhYên Bái
Thành phố Hòa Bình													49.417	63.068	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Thành phố Hòa BìnhHòa Bình
Huyện Đà Bắc													7.417	9.480	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Đà BắcHòa Bình
Huyện Lương Sơn													27.842	35.509	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Lương SơnHòa Bình
Huyện Kim Bôi													13.112	16.761	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Kim BôiHòa Bình
Huyện Cao Phong													6.137	7.841	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Cao PhongHòa Bình
Huyện Tân Lạc													12.084	15.434	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Tân LạcHòa Bình
Huyện Mai Châu													8.716	11.140	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Mai ChâuHòa Bình
Huyện Lạc Sơn													26.485	33.765	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Lạc SơnHòa Bình
Huyện Yên Thủy													9.675	12.356	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Yên ThủyHòa Bình
Huyện Lạc Thủy													12.548	16.008	0	0	0	Đủ CN	#DIV/0!	Hòa Bình	Huyện Lạc ThủyHòa Bình
Thành phố Thái Nguyên													113.331	147.416	1	2	(1)	Thiếu CN	#DIV/0!	Thái Nguyên	Thành phố Thái NguyênThái Nguyên
Thành phố Sông Công													25.887	33.654	0	0	0	Đủ CN	#DIV/0!	Thái Nguyên	Thành phố Sông CôngThái Nguyên
Huyện Định Hóa													8.606	11.184	0	0	0	Đủ CN	#DIV/0!	Thái Nguyên	Huyện Định HóaThái Nguyên
Huyện Phú Lương													9.138	11.883	0	0	0	Đủ CN	#DIV/0!	Thái Nguyên	Huyện Phú LươngThái Nguyên
Huyện Đồng Hỷ													8.265	10.754	0	0	0	Đủ CN	#DIV/0!	Thái Nguyên	Huyện Đồng HỷThái Nguyên
Huyện Võ Nhai													6.311	8.197	0	0	0	Đủ CN	#DIV/0!	Thái Nguyên	Huyện Võ NhaiThái Nguyên
Huyện Đại Từ													16.738	21.763	0	0	0	Đủ CN	#DIV/0!	Thái Nguyên	Huyện Đại TừThái Nguyên
Thành phố Phổ Yên													108.131	140.299	1	1	0	Đủ CN	#DIV/0!	Thái Nguyên	Thành phố Phổ YênThái Nguyên
Huyện Phú Bình													24.359	31.645	0	0	0	Đủ CN	#DIV/0!	Thái Nguyên	Huyện Phú BìnhThái Nguyên
Thành phố Lạng Sơn													47.952	61.182	1	1	0	Đủ CN	#DIV/0!	Lạng Sơn	Thành phố Lạng SơnLạng Sơn
Huyện Tràng Định													8.453	10.783	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Tràng ĐịnhLạng Sơn
Huyện Bình Gia													8.928	11.398	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Bình GiaLạng Sơn
Huyện Văn Lãng													8.722	11.131	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Văn LãngLạng Sơn
Huyện Cao Lộc													21.275	27.138	1	0	1	Thừa CN	#DIV/0!	Lạng Sơn	Huyện Cao LộcLạng Sơn
Huyện Văn Quan													9.313	11.885	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Văn QuanLạng Sơn
Huyện Bắc Sơn													12.884	16.445	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Bắc SơnLạng Sơn
Huyện Hữu Lũng													21.178	27.024	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Hữu LũngLạng Sơn
Huyện Chi Lăng													12.599	16.078	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Chi LăngLạng Sơn
Huyện Lộc Bình													14.601	18.624	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Lộc BìnhLạng Sơn
Huyện Đình Lập													6.052	7.723	0	0	0	Đủ CN	#DIV/0!	Lạng Sơn	Huyện Đình LậpLạng Sơn
Thành phố Hạ Long													145.750	192.550	2	3	(1)	Thiếu CN	#DIV/0!	Quảng Ninh	Thành phố Hạ LongQuảng Ninh
Thành phố Móng Cái													21.590	28.580	1	1	0	Đủ CN	#DIV/0!	Quảng Ninh	Thành phố Móng CáiQuảng Ninh
Thành phố Cẩm Phả													63.183	83.361	1	1	0	Đủ CN	#DIV/0!	Quảng Ninh	Thành phố Cẩm PhảQuảng Ninh
Thành phố Uông Bí													35.718	47.097	1	1	0	Đủ CN	#DIV/0!	Quảng Ninh	Thành phố Uông BíQuảng Ninh
Huyện Bình Liêu													3.274	4.311	0	0	0	Đủ CN	#DIV/0!	Quảng Ninh	Huyện Bình LiêuQuảng Ninh
Huyện Tiên Yên													6.500	8.559	0	0	0	Đủ CN	#DIV/0!	Quảng Ninh	Huyện Tiên YênQuảng Ninh
Huyện Đầm Hà													4.299	5.661	0	0	0	Đủ CN	#DIV/0!	Quảng Ninh	Huyện Đầm HàQuảng Ninh
Huyện Hải Hà													21.638	28.508	0	0	0	Đủ CN	#DIV/0!	Quảng Ninh	Huyện Hải HàQuảng Ninh
Huyện Ba Chẽ													3.235	4.258	0	0	0	Đủ CN	#DIV/0!	Quảng Ninh	Huyện Ba ChẽQuảng Ninh
Huyện Vân Đồn													10.104	13.334	0	1	(1)	Thiếu CN	#DIV/0!	Quảng Ninh	Huyện Vân ĐồnQuảng Ninh
Thị xã Đông Triều													33.648	44.382	0	1	(1)	Thiếu CN	#DIV/0!	Quảng Ninh	Thị xã Đông TriềuQuảng Ninh
Thị xã Quảng Yên													33.459	44.069	0	1	(1)	Thiếu CN	#DIV/0!	Quảng Ninh	Thị xã Quảng YênQuảng Ninh
Huyện Cô Tô													1.236	1.627	0	0	0	Đủ CN	#DIV/0!	Quảng Ninh	Huyện Cô TôQuảng Ninh
Thành phố Bắc Giang													59.462	76.682	1	2	(1)	Thiếu CN	#DIV/0!	Bắc Giang	Thành phố Bắc GiangBắc Giang
Huyện Yên Thế													12.166	15.697	0	0	0	Đủ CN	#DIV/0!	Bắc Giang	Huyện Yên ThếBắc Giang
Huyện Tân Yên													23.047	29.722	0	0	0	Đủ CN	#DIV/0!	Bắc Giang	Huyện Tân YênBắc Giang
Huyện Lạng Giang													26.725	34.468	0	0	0	Đủ CN	#DIV/0!	Bắc Giang	Huyện Lạng GiangBắc Giang
Huyện Lục Nam													26.509	34.146	0	0	0	Đủ CN	#DIV/0!	Bắc Giang	Huyện Lục NamBắc Giang
Huyện Lục Ngạn													20.295	26.224	0	0	0	Đủ CN	#DIV/0!	Bắc Giang	Huyện Lục NgạnBắc Giang
Huyện Sơn Động													8.648	11.187	0	0	0	Đủ CN	#DIV/0!	Bắc Giang	Huyện Sơn ĐộngBắc Giang
Huyện Yên Dũng													23.834	30.733	0	0	0	Đủ CN	#DIV/0!	Bắc Giang	Huyện Yên DũngBắc Giang
Huyện Việt Yên													112.014	143.539	0	1	(1)	Thiếu CN	#DIV/0!	Bắc Giang	Huyện Việt YênBắc Giang
Huyện Hiệp Hòa													38.620	49.655	0	0	0	Đủ CN	#DIV/0!	Bắc Giang	Huyện Hiệp HòaBắc Giang
Thành phố Việt Trì													90.677	116.312	1	1	0	Đủ CN	#DIV/0!	Phú Thọ	Thành phố Việt TrìPhú Thọ
Thị xã Phú Thọ													40.743	52.205	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Thị xã Phú ThọPhú Thọ
Huyện Đoan Hùng													16.466	21.084	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Đoan HùngPhú Thọ
Huyện Hạ Hoà													12.596	16.129	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Hạ HoàPhú Thọ
Huyện Thanh Ba													29.577	37.884	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Thanh BaPhú Thọ
Huyện Phù Ninh													21.868	28.018	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Phù NinhPhú Thọ
Huyện Yên Lập													11.533	14.767	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Yên LậpPhú Thọ
Huyện Cẩm Khê													29.625	37.931	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Cẩm KhêPhú Thọ
Huyện Tam Nông													12.268	15.708	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Tam NôngPhú Thọ
Huyện Lâm Thao													17.039	21.820	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Lâm ThaoPhú Thọ
Huyện Thanh Sơn													17.168	21.992	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Thanh SơnPhú Thọ
Huyện Thanh Thuỷ													14.048	17.993	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Thanh ThuỷPhú Thọ
Huyện Tân Sơn													9.266	11.860	0	0	0	Đủ CN	#DIV/0!	Phú Thọ	Huyện Tân SơnPhú Thọ
Thành phố Vĩnh Yên													38.280	50.053	1	1	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Thành phố Vĩnh YênVĩnh Phúc
Thành phố Phúc Yên													18.477	24.203	1	1	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Thành phố Phúc YênVĩnh Phúc
Huyện Lập Thạch													13.794	18.036	0	0	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Huyện Lập ThạchVĩnh Phúc
Huyện Tam Dương													10.624	13.949	0	0	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Huyện Tam DươngVĩnh Phúc
Huyện Tam Đảo													5.941	7.791	0	0	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Huyện Tam ĐảoVĩnh Phúc
Huyện Bình Xuyên													41.550	53.851	0	0	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Huyện Bình XuyênVĩnh Phúc
Huyện Yên Lạc													12.965	17.101	0	0	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Huyện Yên LạcVĩnh Phúc
Huyện Vĩnh Tường													59.685	76.998	0	0	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Huyện Vĩnh TườngVĩnh Phúc
Huyện Sông Lô													7.473	9.800	0	0	0	Đủ CN	#DIV/0!	Vĩnh Phúc	Huyện Sông LôVĩnh Phúc
Thành phố Bắc Ninh													78.062	103.049	1	1	0	Đủ CN	#DIV/0!	Bắc Ninh	Thành phố Bắc NinhBắc Ninh
Huyện Yên Phong													68.782	89.963	1	1	0	Đủ CN	#DIV/0!	Bắc Ninh	Huyện Yên PhongBắc Ninh
Huyện Quế Võ													39.566	51.985	1	1	0	Đủ CN	#DIV/0!	Bắc Ninh	Huyện Quế VõBắc Ninh
Huyện Tiên Du													35.035	46.169	1	0	1	Thừa CN	#DIV/0!	Bắc Ninh	Huyện Tiên DuBắc Ninh
Thành phố Từ Sơn													58.951	77.496	1	1	0	Đủ CN	#DIV/0!	Bắc Ninh	Thành phố Từ SơnBắc Ninh
Huyện Thuận Thành													25.346	33.421	0	0	0	Đủ CN	#DIV/0!	Bắc Ninh	Huyện Thuận ThànhBắc Ninh
Huyện Gia Bình													12.774	16.868	0	0	0	Đủ CN	#DIV/0!	Bắc Ninh	Huyện Gia BìnhBắc Ninh
Huyện Lương Tài													12.047	15.893	0	0	0	Đủ CN	#DIV/0!	Bắc Ninh	Huyện Lương TàiBắc Ninh
Thành phố Hải Dương													109.346	141.027	2	2	0	Đủ CN	#DIV/0!	Hải Dương	Thành phố Hải DươngHải Dương
Thành phố Chí Linh													27.155	35.020	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Thành phố Chí LinhHải Dương
Huyện Nam Sách													22.544	29.087	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Nam SáchHải Dương
Thị xã Kinh Môn													27.331	35.276	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Thị xã Kinh MônHải Dương
Huyện Kim Thành													27.804	35.816	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Kim ThànhHải Dương
Huyện Thanh Hà													19.336	24.922	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Thanh HàHải Dương
Huyện Cẩm Giàng													43.249	55.637	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Cẩm GiàngHải Dương
Huyện Bình Giang													18.688	24.114	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Bình GiangHải Dương
Huyện Gia Lộc													20.969	27.010	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Gia LộcHải Dương
Huyện Tứ Kỳ													25.399	32.730	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Tứ KỳHải Dương
Huyện Ninh Giang													20.394	26.265	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Ninh GiangHải Dương
Huyện Thanh Miện													34.267	44.020	0	0	0	Đủ CN	#DIV/0!	Hải Dương	Huyện Thanh MiệnHải Dương
Quận Hồng Bàng													42.383	55.909	2	2	0	Đủ CN	#DIV/0!	Hải Phòng	Quận Hồng BàngHải Phòng
Quận Ngô Quyền													59.007	77.942	3	2	1	Thừa CN	#DIV/0!	Hải Phòng	Quận Ngô QuyềnHải Phòng
Quận Lê Chân													48.936	64.626	3	2	1	Thừa CN	#DIV/0!	Hải Phòng	Quận Lê ChânHải Phòng
Quận Hải An													56.377	74.257	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Quận Hải AnHải Phòng
Quận Kiến An													25.567	33.685	1	1	0	Đủ CN	#DIV/0!	Hải Phòng	Quận Kiến AnHải Phòng
Quận Đồ Sơn													10.718	14.054	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Quận Đồ SơnHải Phòng
Quận Dương Kinh													20.709	27.218	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Quận Dương KinhHải Phòng
Huyện Thuỷ Nguyên													67.453	88.518	1	3	(2)	Thiếu CN	#DIV/0!	Hải Phòng	Huyện Thuỷ NguyênHải Phòng
Huyện An Dương													79.681	104.504	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Huyện An DươngHải Phòng
Huyện An Lão													15.683	20.670	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Huyện An LãoHải Phòng
Huyện Kiến Thuy													14.173	18.650	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Huyện Kiến ThuyHải Phòng
Huyện Tiên Lãng													18.915	24.814	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Huyện Tiên LãngHải Phòng
Huyện Vĩnh Bảo													18.881	24.808	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Huyện Vĩnh BảoHải Phòng
Huyện Cát Hải													11.297	14.828	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Huyện Cát HảiHải Phòng
Huyện Bạch Long Vĩ													288	379	0	0	0	Đủ CN	#DIV/0!	Hải Phòng	Huyện Bạch Long VĩHải Phòng
Thành phố Hưng Yên													26.257	34.043	1	1	0	Đủ CN	#DIV/0!	Hưng Yên	Thành phố Hưng YênHưng Yên
Huyện Văn Lâm													52.449	67.934	1	1	0	Đủ CN	#DIV/0!	Hưng Yên	Huyện Văn LâmHưng Yên
Huyện Văn Giang													20.745	26.921	2	3	(1)	Thiếu CN	#DIV/0!	Hưng Yên	Huyện Văn GiangHưng Yên
Huyện Yên Mỹ													39.254	50.897	0	1	(1)	Thiếu CN	#DIV/0!	Hưng Yên	Huyện Yên MỹHưng Yên
Thị xã Mỹ Hào													36.396	47.163	1	1	0	Đủ CN	#DIV/0!	Hưng Yên	Thị xã Mỹ HàoHưng Yên
Huyện Ân Thi													16.411	21.232	0	0	0	Đủ CN	#DIV/0!	Hưng Yên	Huyện Ân ThiHưng Yên
Huyện Khoái Châu													30.742	39.766	0	0	0	Đủ CN	#DIV/0!	Hưng Yên	Huyện Khoái ChâuHưng Yên
Huyện Kim Động													24.958	32.236	0	0	0	Đủ CN	#DIV/0!	Hưng Yên	Huyện Kim ĐộngHưng Yên
Huyện Tiên Lữ													14.235	18.416	0	0	0	Đủ CN	#DIV/0!	Hưng Yên	Huyện Tiên LữHưng Yên
Huyện Phù Cừ													12.404	16.032	0	0	0	Đủ CN	#DIV/0!	Hưng Yên	Huyện Phù CừHưng Yên
Thành phố Thái Bình													104.085	132.654	1	1	0	Đủ CN	#DIV/0!	Thái Bình	Thành phố Thái BìnhThái Bình
Huyện Quỳnh Phụ													35.528	45.333	0	0	0	Đủ CN	#DIV/0!	Thái Bình	Huyện Quỳnh PhụThái Bình
Huyện Hưng Hà													40.840	52.144	0	0	0	Đủ CN	#DIV/0!	Thái Bình	Huyện Hưng HàThái Bình
Huyện Đông Hưng													50.823	64.791	0	0	0	Đủ CN	#DIV/0!	Thái Bình	Huyện Đông HưngThái Bình
Huyện Thái Thụy													49.498	63.145	0	0	0	Đủ CN	#DIV/0!	Thái Bình	Huyện Thái ThụyThái Bình
Huyện Tiền Hải													38.527	49.127	0	0	0	Đủ CN	#DIV/0!	Thái Bình	Huyện Tiền HảiThái Bình
Huyện Kiến Xương													35.448	45.218	0	0	0	Đủ CN	#DIV/0!	Thái Bình	Huyện Kiến XươngThái Bình
Huyện Vũ Thư													35.568	45.346	0	0	0	Đủ CN	#DIV/0!	Thái Bình	Huyện Vũ ThưThái Bình
Thành phố Phủ Lý													43.239	55.827	1	2	(1)	Thiếu CN	#DIV/0!	Hà Nam	Thành phố Phủ LýHà Nam
Thị xã Duy Tiên													43.270	55.659	0	0	0	Đủ CN	#DIV/0!	Hà Nam	Thị xã Duy TiênHà Nam
Huyện Kim Bảng													22.769	29.352	0	0	0	Đủ CN	#DIV/0!	Hà Nam	Huyện Kim BảngHà Nam
Huyện Thanh Liêm													17.935	23.177	0	0	0	Đủ CN	#DIV/0!	Hà Nam	Huyện Thanh LiêmHà Nam
Huyện Bình Lục													13.358	17.277	0	0	0	Đủ CN	#DIV/0!	Hà Nam	Huyện Bình LụcHà Nam
Huyện Lý Nhân													23.265	30.018	0	0	0	Đủ CN	#DIV/0!	Hà Nam	Huyện Lý NhânHà Nam
Thành phố Nam Định													92.923	118.452	1	2	(1)	Thiếu CN	#DIV/0!	Nam Định	Thành phố Nam ĐịnhNam Định
Huyện Mỹ Lộc													12.410	15.834	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Mỹ LộcNam Định
Huyện Vụ Bản													27.093	34.509	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Vụ BảnNam Định
Huyện Ý Yên													35.029	44.734	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Ý YênNam Định
Huyện Nghĩa Hưng													34.737	44.320	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Nghĩa HưngNam Định
Huyện Nam Trực													36.702	46.762	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Nam TrựcNam Định
Huyện Trực Ninh													31.306	39.946	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Trực NinhNam Định
Huyện Xuân Trường													26.689	34.050	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Xuân TrườngNam Định
Huyện Giao Thủy													25.745	32.853	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Giao ThủyNam Định
Huyện Hải Hậu													37.158	47.422	0	0	0	Đủ CN	#DIV/0!	Nam Định	Huyện Hải HậuNam Định
Thành phố Ninh Bình													45.729	59.025	1	1	0	Đủ CN	#DIV/0!	Ninh Bình	Thành phố Ninh BìnhNinh Bình
Thành phố Tam Điệp													17.497	22.557	0	1	(1)	Thiếu CN	#DIV/0!	Ninh Bình	Thành phố Tam ĐiệpNinh Bình
Huyện Nho Quan													17.970	23.219	0	0	0	Đủ CN	#DIV/0!	Ninh Bình	Huyện Nho QuanNinh Bình
Huyện Gia Viễn													19.649	25.352	0	0	0	Đủ CN	#DIV/0!	Ninh Bình	Huyện Gia ViễnNinh Bình
Huyện Hoa Lư													12.952	16.729	0	0	0	Đủ CN	#DIV/0!	Ninh Bình	Huyện Hoa LưNinh Bình
Huyện Yên Khánh													26.610	34.359	0	0	0	Đủ CN	#DIV/0!	Ninh Bình	Huyện Yên KhánhNinh Bình
Huyện Kim Sơn													28.171	36.371	0	0	0	Đủ CN	#DIV/0!	Ninh Bình	Huyện Kim SơnNinh Bình
Huyện Yên Mô													17.349	22.396	0	0	0	Đủ CN	#DIV/0!	Ninh Bình	Huyện Yên MôNinh Bình
Thành phố Thanh Hóa													206.529	263.801	3	3	0	Đủ CN	#DIV/0!	Thanh Hóa	Thành phố Thanh HóaThanh Hóa
Thị xã Bỉm Sơn													29.852	38.105	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Thị xã Bỉm SơnThanh Hóa
Thành phố Sầm Sơn													26.409	33.776	0	1	(1)	Thiếu CN	#DIV/0!	Thanh Hóa	Thành phố Sầm SơnThanh Hóa
Huyện Mường Lát													2.798	3.578	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Mường LátThanh Hóa
Huyện Quan Hóa													5.933	7.586	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Quan HóaThanh Hóa
Huyện Bá Thước													8.890	11.368	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Bá ThướcThanh Hóa
Huyện Quan Sơn													5.922	7.570	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Quan SơnThanh Hóa
Huyện Lang Chánh													6.855	8.763	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Lang ChánhThanh Hóa
Huyện Ngọc Lặc													14.904	19.056	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Ngọc LặcThanh Hóa
Huyện Cẩm Thủy													12.266	15.683	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Cẩm ThủyThanh Hóa
Huyện Thạch Thành													22.602	28.865	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Thạch ThànhThanh Hóa
Huyện Hà Trung													25.393	32.424	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Hà TrungThanh Hóa
Huyện Vĩnh Lộc													12.945	16.545	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Vĩnh LộcThanh Hóa
Huyện Yên Định													39.811	50.820	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Yên ĐịnhThanh Hóa
Huyện Thọ Xuân													37.216	47.560	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Thọ XuânThanh Hóa
Huyện Thường Xuân													9.536	12.195	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Thường XuânThanh Hóa
Huyện Triệu Sơn													32.083	40.985	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Triệu SơnThanh Hóa
Huyện Thiệu Hóa													21.269	27.193	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Thiệu HóaThanh Hóa
Huyện Hoằng Hóa													36.948	47.213	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Hoằng HóaThanh Hóa
Huyện Hậu Lộc													29.555	37.752	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Hậu LộcThanh Hóa
Huyện Nga Sơn													29.666	37.909	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Nga SơnThanh Hóa
